GS_minus_C0,RCS_minus_C0,RCS_minus_GS,replicate
-0.0032832057439532436,-0.004188819705435165,-0.0009056139614819214,361
-0.0030041376729720293,-0.0027026179969537045,0.00030151967601832474,362
-0.001687885314354265,-0.0021539102843708413,-0.0004660249700165764,363
-0.0029981164943795324,-0.00303409017659817,-3.597368221863739e-05,364
-0.0016036505920438149,-0.0019481503126459465,-0.00034449972060213163,365
-0.0009711869185846655,-0.002544484170010075,-0.0015732972514254095,366
-0.0023057068492418065,-0.003057990184561543,-0.0007522833353197367,367
-0.0016383763898708548,-0.0018954834295964451,-0.00025710703972559035,368
-0.003783373344068419,-0.0028397573298266643,0.0009436160142417549,369
-0.0031028116538946993,-0.0039003059854205713,-0.000797494331525872,370
-0.003417364323129002,-0.0034982106517467138,-8.08463286177119e-05,371
-0.003053004760869893,-0.003680660565984706,-0.0006276558051148129,372
-0.003591824641369201,-0.003198392192163224,0.0003934324492059771,373
-0.0005065685530534214,-0.0013352564937807454,-0.000828687940727324,374
-0.0016941064515835214,-0.0021810708685776614,-0.00048696441699414006,375
-0.0017272253163723716,-0.002129377779094388,-0.0004021524627220163,376
-0.003525547306739596,-0.003807149513516017,-0.0002816022067764212,377
-0.0018488374296500298,-0.0025681882879768914,-0.0007193508583268615,378
-0.0021143794117685077,-0.002489217802062904,-0.00037483839029439636,379
-0.0006582796851627437,-0.0017171297650658834,-0.0010588500799031397,380
-0.0012253532659650679,-0.001964080119777889,-0.0007387268538128211,381
-0.0026922433777686328,-0.003054736909750333,-0.0003624935319817002,382
-0.00296884082778337,-0.0036469796617245587,-0.0006781388339411887,383
-0.003476843886230263,-0.003891262780702065,-0.0004144188944718019,384
-0.002085166892272894,-0.0021714277341966515,-8.62608419237576e-05,385
-0.0030495363309615,-0.003246268807081343,-0.00019673247611984301,386
-0.003005094389353258,-0.0021270266908890445,0.0008780676984642133,387
-0.0013150437505295987,-0.0017847447236727376,-0.00046970097314313897,388
-0.0030008636541438705,-0.0030439006149531878,-4.303696080931729e-05,389
-0.0018896759912120364,-0.0023103371751344026,-0.0004206611839223662,390
-0.0025583495465023587,-0.003016223323244027,-0.0004578737767416685,391
-0.001819087834267541,-0.0021513517968960727,-0.00033226396262853175,392
-0.001895087274135232,-0.0019062185327340941,-1.1131258598862104e-05,393
-0.003517784425109083,-0.0029185017637088917,0.0005992826614001912,394
-0.0020078906593772317,-0.002400567598343839,-0.0003926769389666074,395
-0.0018532841871015115,-0.002007347598936282,-0.00015406341183477057,396
-0.0007718080860221743,-0.0017975280233851754,-0.001025719937363001,397
-0.0027790387171603426,-0.003167610758421646,-0.0003885720412613036,398
-0.0017933040236268738,-0.0017805609296929203,1.2743093933953453e-05,399
-0.003101283531558807,-0.0030843648146919866,1.691871686682056e-05,400
-0.002909515516414274,-0.002542595574102191,0.0003669199423120828,401
-0.0035885801101404047,-0.0036496788805111535,-6.109877037074884e-05,402
-0.0032782778332206552,-0.003362811540041921,-8.453370682126593e-05,403
-0.001713684191178344,-0.0022768607098946347,-0.0005631765187162907,404
-0.0018124619114725515,-0.002105785770356361,-0.0002933238588838094,405
