image_id,class,model,components,largest_component_fraction,small_component_fraction,hole_count,hole_area_fraction,perimeter_area_ratio,boundary_length,fragmentation_index,compactness,area_ratio_gt
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+114,1,gcqm,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+114,1,sshr,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+114,1,pixel,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+114,2,gcqm,1,1.0,0.0,1,1.993024414549078e-05,0.01785749875435974,896,0.019930244141518637,1.2732649207101248,1.0046855289241305
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+114,2,sshr,1,1.0,0.0,0,0.0,0.017777423469387755,892,0.01992984693480352,1.261896709983536,1.0047055525520114
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+114,2,pixel,1,1.0,0.0,1,1.993024414549078e-05,0.01785749875435974,896,0.019930244141518637,1.2732649207101248,1.0046855289241305
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+115,2,gcqm,1,1.0,0.0,1,1.993024414549078e-05,0.01785749875435974,896,0.019930244141518637,1.2732649207101248,0.9999800701530612
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+115,2,sshr,1,1.0,0.0,0,0.0,0.017763157894736842,891,0.01993620414275594,1.2594705480137056,0.9996811224489796
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+115,2,pixel,1,1.0,0.0,1,1.993024414549078e-05,0.01785749875435974,896,0.019930244141518637,1.2732649207101248,0.9999800701530612
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+116,1,gcqm,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+116,1,sshr,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+116,1,pixel,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+116,2,gcqm,1,1.0,0.0,1,1.993024414549078e-05,0.01785749875435974,896,0.019930244141518637,1.2732649207101248,1.0027178800535583
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+116,2,sshr,1,1.0,0.0,0,0.0,0.017777423469387755,892,0.01992984693480352,1.261896709983536,1.0027378644657168
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+116,2,pixel,1,1.0,0.0,1,1.993024414549078e-05,0.01785749875435974,896,0.019930244141518637,1.2732649207101248,1.0027178800535583
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+117,0,gcqm,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+117,0,sshr,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+117,0,pixel,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+117,1,gcqm,3,0.9929052136544231,0.0,0,0.0,0.04135246898564826,1020,0.12162490873200968,3.3565394225412017,1.888523083990506
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+117,1,sshr,3,0.9528200267137749,0.0,0,0.0,0.052565814985565944,1220,0.12926020072848454,5.103326668490002,1.7769696041650715
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+117,1,pixel,2,0.9879110251450677,0.0,0,0.0,0.04243230174081238,1053,0.08059316566707239,3.555618014482102,1.900007656381594
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+117,2,gcqm,4,0.4728341826734614,0.0,1,0.005723245785966288,0.05397883183065465,1377,0.15680125434856867,5.914902059778185,0.6927735382777068
